QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
90,689,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"扎點形狀異常(非孔狀),檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
89,687,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"扎痕位置異常(扎偏),檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
88,684,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3""))/CDbl(""var4"")
    Return result
  End Function
End Class",欄位間計算,,,"LEAK,uSHORT,SPARK,入料片數",,(var1+var2+var3)/var4,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
87,1084,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2""))/CDbl(""var3"")
    Return result
  End Function
End Class",欄位間計算,,,"2W OPEN,4W OPEN,入料片數",,(var1+var2)/var3,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
86,1083,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"PASS,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
85,1115,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"報廢總數,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
84,1114,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")+CDbl(""var11"")
    Return result
  End Function
End Class",欄位間計算,,,"A(來料短少),B(衝壓造成翻盤),C(黏板),D(機台掉板),G(壓頭沾附異物造成固定點壓傷),F(AOI劃記),S(綠漆汙染),M(DSOP造成報廢),K(BUMP崩塌變形),T(機台搬運部翻盤),其他",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10+var11,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
83,1113,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"綠漆刮傷,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
82,1112,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"綠漆凹陷,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
81,1111,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"掉球數量,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
80,1110,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"小球數量,入料片數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
79,524,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"PF顯影不潔,PF乾膜反沾,PF其他,PB顯影不潔,PB乾膜反沾,PB其他",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
78,510,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"PF顯影不潔,PF乾膜反沾,PF其他,PB顯影不潔,PB乾膜反沾,PB其他",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
77,496,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"PF顯影不潔,PF乾膜反沾,PF其他,PB顯影不潔,PB乾膜反沾,PB其他",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
76,451,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點數總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
75,450,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"板面異色,其他",,var1+var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
74,441,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點數總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
73,440,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"板面異色,其他",,var1+var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
72,413,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
71,412,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")+CDbl(""var11"")+CDbl(""var12"")
    Return result
  End Function
End Class",欄位間計算,,,"蝕銅不潔(正面),蝕銅不潔(背面),針孔(正面),針孔(背面),板面污染(正面),板面污染(背面),板面刮傷(正面),板面刮傷(背面),水痕(正面),水痕(背面),氧化異色(正面),ABF取代SM咬蝕不完全殘銅(正面)",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10+var11+var12,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
70,431,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
69,430,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")
    Return result
  End Function
End Class",欄位間計算,,,"剝膜不淨(正面),剝膜不淨(背面),剝膜不淨小黑點(正面),剝膜不淨小黑點(背面),板面刮傷(正面),板面刮傷(背面),水痕(正面),水痕(背面),氧化異色(正面),氧化異色(背面)",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
68,390,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
67,389,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")
    Return result
  End Function
End Class",欄位間計算,,,"剝膜不淨(正面),剝膜不淨(背面),剝膜不淨小黑點(正面),剝膜不淨小黑點(背面),板面刮傷(正面),板面刮傷(背面),水痕(正面),水痕(背面),氧化異色(正面),氧化異色(背面)",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
66,369,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
65,368,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")
    Return result
  End Function
End Class",欄位間計算,,,"剝膜不淨(正面),剝膜不淨(背面),剝膜不淨小黑點(正面),剝膜不淨小黑點(背面),板面刮傷(正面),板面刮傷(背面),水痕(正面),水痕(背面),氧化異色(正面),氧化異色(背面)",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
64,256,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"氣泡,毛屑",,var1+var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
63,254,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"氣泡,Rack 屑,ABF 膜屑,板邊屑,膜下異物,毛屑",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
62,243,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
61,242,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"板面刮傷,凹陷單元,板面凹陷,缺膜,其他,異物總數",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
60,239,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")
    Return result
  End Function
End Class",欄位間計算,,,"板面異物_Rack 屑,板面異物_ABF 膜屑,板面異物_板邊屑,板面異物_膜下異物,板面異物_毛屑",,var1+var2+var3+var4+var5,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
59,139,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")+CDbl(""var11"")+CDbl(""var12"")+CDbl(""var13"")+CDbl(""var14"")+CDbl(""var15"")+CDbl(""var16"")
    Return result
  End Function
End Class",欄位間計算,,,"烤箱屑,膜屑,板邊屑,毛屑,其他,板面異物,凹陷單元,板面凹陷,貼膜偏移,板面刮傷,缺膜,氣泡,ABF膜皺摺,線路浮離,其他主缺,其他次缺",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10+var11+var12+var13+var14+var15+var16,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
58,1109,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MIN(CDbl(""var1""),MATH.MIN(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Min(var1,Math.Min(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
57,1108,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MAX(CDbl(""var1""),MATH.MAX(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Max(var1,Math.Max(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
56,1107,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3""))/3
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,(var1+var2+var3)/3,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
55,159,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
54,158,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")
    Return result
  End Function
End Class",欄位間計算,,,"板面破損,氧化異色,板面刮傷,板面異物,手紋印,板面污染,異物亮點,其他主缺,其他次缺",,var1+var2+var3+var4+var5+var6+var7+var8+var9,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
53,177,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
52,176,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")
    Return result
  End Function
End Class",欄位間計算,,,"板面破損,氧化異色,板面刮傷,板面異物,手紋印,板面污染,異物亮點,其他主缺,其他次缺",,var1+var2+var3+var4+var5+var6+var7+var8+var9,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
51,195,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
50,194,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")
    Return result
  End Function
End Class",欄位間計算,,,"板面破損,氧化異色,板面刮傷,板面異物,手紋印,板面污染,異物亮點,其他主缺,其他次缺",,var1+var2+var3+var4+var5+var6+var7+var8+var9,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
49,1103,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MIN(CDbl(""var1""),MATH.MIN(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Min(var1,Math.Min(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
48,1102,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MAX(CDbl(""var1""),MATH.MAX(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Max(var1,Math.Max(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
47,1101,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3""))/3
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,(var1+var2+var3)/3,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
46,1097,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MIN(CDbl(""var1""),MATH.MIN(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Min(var1,Math.Min(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
45,1096,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MAX(CDbl(""var1""),MATH.MAX(CDbl(""var2""),CDbl(""var3"")))
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,"Math.Max(var1,Math.Max(var2,var3))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
44,1095,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3""))/3
    Return result
  End Function
End Class",欄位間計算,,,"Ra1,Ra2,Ra3",,(var1+var2+var3)/3,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
43,207,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
42,206,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")
    Return result
  End Function
End Class",欄位間計算,,,"板面破損,板面刮傷,手紋印,板面污染,其他主缺,其他次缺",,var1+var2+var3+var4+var5+var6,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
41,219,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
